C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_293.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_293.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_293.jpg,0,0,0,5.186062
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_362.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_362.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_362.jpg,0,0,0,5.14397
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_431.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_431.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_431.jpg,0,0,0,5.112627
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_501.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_501.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_501.jpg,0,0,0,5.081474
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_572.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_572.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_572.jpg,0,0,0,5.040233
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_642.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_642.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_642.jpg,0,0,0,4.999326
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_713.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_713.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_713.jpg,0,0,0,4.968864
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_785.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_785.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_785.jpg,0,0.2134323,0,5.042294
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_855.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_855.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_855.jpg,0,0.3895143,0,5.244589
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_926.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_926.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_926.jpg,0,0.6389728,0,5.720594
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_32_997.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_32_997.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_32_997.jpg,0,0.8125154,0,6.224848
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_33_066.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_33_066.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_33_066.jpg,0,1,0,7.080487
C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\center_2019_12_11_23_15_33_136.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\left_2019_12_11_23_15_33_136.jpg,C:\Users\12rah\Desktop\data\Behavioral Cloning\IMG\right_2019_12_11_23_15_33_136.jpg,0,1,0,7.763071
